,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
3509,2,3,3,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,4,0,0
3571,2,0,2,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,4,0,0
304,5,3,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,1,0
4239,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1,1
1292,5,0,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1,0
70,2,0,9,1,3,1,1,1,7,1,1,2,2,7,7,0,2,1,4,3,4,0,0
3661,5,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,4,1
4647,2,3,7,0,5,1,0,1,3,0,0,2,0,7,7,0,2,1,1,1,4,0,0
2687,2,0,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,4,0,0
3477,5,0,3,0,1,1,0,1,7,0,1,2,2,7,7,0,2,1,4,2,3,0,1
5946,5,2,0,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,4,5,1
831,2,0,9,1,0,1,1,1,10,1,1,2,2,7,7,0,2,1,4,3,4,0,0
4104,5,3,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2,1
1456,5,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1,0
2607,2,0,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,4,0,0
4977,2,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,1,1
238,5,3,9,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,1,0
92,5,3,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,1,0
2977,5,0,3,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,5,0,0
5958,5,3,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,1,1
7181,2,3,1,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,5,4,0
5589,5,3,4,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
7047,2,3,2,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1
6091,2,3,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1
6026,2,2,2,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
4294,2,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4,1
5121,2,2,0,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,4,1,1
1001,2,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,1,0
4209,5,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1,1
7783,0,0,3,0,5,1,1,0,10,0,0,2,1,7,7,0,2,2,4,7,2,1,0
2377,2,2,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1,0
4556,2,0,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,4,0,0
3693,2,0,2,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,4,0,0
6692,2,2,4,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0,1
3246,5,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,0,1
3383,2,0,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,5,0,0
1532,2,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,5,1
2410,5,0,3,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,4,0,0
5247,5,3,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,4,1
411,5,2,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,3,1,0
6844,2,2,4,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1
7790,3,2,8,0,5,1,1,0,10,0,0,2,2,7,7,0,2,2,4,7,3,1,0
7333,3,2,2,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0,1
2805,2,3,2,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,5,0,0
7503,3,3,2,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1
5983,2,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0,1
3082,5,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,4,1
7975,0,0,8,0,5,1,1,0,2,0,0,2,1,7,7,0,2,2,4,7,2,1,0
1736,5,2,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,0,1,0
3768,2,3,2,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,3,5,0,0
5974,2,2,0,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,4,1,1
7411,0,2,3,0,5,1,1,0,7,0,0,2,2,7,7,0,2,2,4,7,3,1,0
6428,5,2,4,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1
6194,0,2,3,0,5,1,1,0,10,0,0,2,1,7,7,0,2,2,4,7,2,1,0
3501,2,0,2,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,5,0,0
633,5,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,1,0
3021,2,0,3,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,4,0,0
498,5,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,1,0
3855,2,3,2,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,4,0,0
2463,5,3,3,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,4,0,0
6078,2,3,4,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1
637,5,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,3,0
720,2,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,3,1,0
288,5,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,5,4,0
757,5,2,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1,0
3377,2,3,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,5,0,0
3504,5,0,2,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,4,0,0
3089,5,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,1,1
6262,5,2,4,0,8,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1
6046,5,2,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1
4881,5,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,0,1
449,5,0,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,5,0,0
596,0,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,3,0
4317,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,1,1
3708,5,0,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,1,1
1068,5,0,4,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,4,0,0
1942,5,0,4,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,4,0,0
1647,2,2,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1,0
4094,2,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1,1
5351,5,3,6,0,5,1,0,1,3,0,0,2,0,7,7,0,2,1,1,1,4,0,0
2700,5,0,2,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,4,0,0
1700,5,0,4,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,5,0,0
6542,2,3,4,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1
6513,5,2,2,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1
4830,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,1,1
8026,2,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,0,1,4,3,4,2,0
2942,2,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,5,0,0
6658,2,2,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1
7059,5,2,2,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
5012,5,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1,1
2123,5,0,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,4,0,0
4215,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1,1
86,0,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,1,0
2308,5,3,2,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,5,0,0
2677,5,0,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,4,0,0
5484,5,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,0,1
7586,0,2,3,0,5,1,1,0,10,0,0,1,2,7,7,0,2,2,4,7,3,1,0
6761,2,3,2,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0,1
2594,5,0,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,4,1
3790,2,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0,1
3058,5,0,5,0,1,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,3,0,1
1029,5,2,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1,0
4080,5,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,0,1
2876,2,0,3,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,5,0,0
5711,2,2,5,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0
3574,2,0,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,4,0,0
2144,2,3,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,4,0,0
4103,2,3,3,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,5,0,0
6412,2,2,2,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1
5106,5,3,2,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1
1200,5,3,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1,0
2025,5,0,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,4,0,0
621,0,2,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1,0
7389,3,2,2,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1
566,5,3,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1,0
7087,3,3,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1
1837,2,0,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1334,2,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0
3992,2,0,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1,1
7725,5,0,8,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,2,1,0
2099,5,2,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,0,1,0
3946,5,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0,1
5061,5,0,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,4,1
4166,5,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0,1
5614,5,3,4,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2,1
1688,5,3,4,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,3,5,0,0
745,5,3,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,1,0
5564,5,2,8,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,4,5,1
5138,2,3,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,4,1
2187,5,0,2,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,5,0,0
195,2,0,3,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,3,5,5,0
1152,5,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,1,1
3518,5,0,2,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,4,0,0
5363,2,3,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,0,1
802,5,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,5,1
4995,2,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,0,1
2350,5,3,2,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,5,0,0
7074,2,3,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1
5265,5,3,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1
7356,2,2,2,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4,1
5263,2,2,0,1,2,1,0,0,7,1,1,2,0,7,7,0,2,1,4,1,3,5,1
2068,2,2,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1,0
2907,5,0,2,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,5,0,0
4937,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,1,1
6276,5,3,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1
644,2,3,9,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,4,0
7184,3,2,2,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
6096,5,3,2,0,2,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1
7368,5,3,1,0,4,0,0,0,10,0,2,1,3,1,1,0,2,0,3,7,1,0,1
3891,2,3,3,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,4,0,0
5656,5,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,0,1
120,5,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,1,1
1777,2,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,5,1
2981,5,0,3,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,4,0,0
4343,5,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1,1
3074,2,3,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,5,0,0
6526,2,2,4,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1
6557,2,2,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1
7095,3,2,2,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2,1
3035,2,3,4,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,5,0,0
2135,5,3,3,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,5,0,0
5647,5,2,8,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,3,1,1
6629,5,2,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
134,2,2,8,1,0,1,1,1,7,1,1,2,2,7,7,0,2,1,4,3,4,0,0
7177,3,2,4,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1
4190,2,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,0,1
4423,2,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,4,1
4320,2,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1,1
5460,2,2,0,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,3,1,1
1162,5,0,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,4,0,0
2559,5,3,4,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,5,0,0
62,0,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,3,0
5312,5,3,4,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1
7962,3,3,2,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1
4379,2,3,2,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,4,0,0
1642,5,0,4,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,3,4,0,0
4247,5,2,0,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,1,1
2467,5,3,2,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,2,4,0,0
679,0,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3,0
4630,2,0,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,4,0,0
741,0,2,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,3,0
1211,2,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1,0
2170,5,3,3,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,4,0,0
6134,5,3,2,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2,1
5563,5,3,2,1,5,1,0,0,1,0,0,2,2,2,7,0,2,2,0,7,1,6,0
5409,2,2,0,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,1,1
2900,5,3,3,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,5,0,0
3258,5,0,5,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,3,4,0,1
567,2,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1873,2,0,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1,0
648,5,3,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1,0
2596,5,3,4,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,5,0,0
1717,5,3,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,3,0
7322,3,2,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2,1
2843,5,0,2,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0,0
1392,2,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0
6109,5,2,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
6383,2,2,4,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1
6416,2,3,4,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1
6225,5,2,2,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0,1
6883,5,3,2,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1
489,5,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,4,0
493,2,3,4,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,3,4,0
690,0,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,1,0
7711,3,2,4,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1
602,2,0,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1,0
1911,5,3,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,4,0,0
5599,5,3,8,0,5,1,0,1,10,0,0,2,0,7,7,0,2,1,1,1,5,0,0
4092,2,3,4,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,5,0,0
5825,2,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,0,1
5766,2,2,8,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,5,1
4140,2,0,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,0,1
5623,3,3,4,1,5,1,0,0,1,0,0,2,2,2,7,0,2,2,0,7,1,6,0
5573,5,3,2,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0,1
2366,5,0,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,4,0,0
1187,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,5,1
274,2,3,9,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,3,4,0
5697,5,3,4,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1
4694,5,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4,1
1361,2,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,5,1
6997,3,0,8,0,5,1,1,0,7,0,0,1,2,7,7,0,2,2,4,7,3,1,0
1526,5,3,4,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,5,0,0
5677,5,2,8,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,1,1
4031,5,2,8,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,2,3,0,1
8002,5,2,8,0,5,1,1,0,10,0,0,1,2,7,7,0,2,2,4,7,3,1,0
1551,0,2,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,3,0
330,5,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,5,1
7641,0,2,3,0,5,1,1,0,7,0,0,1,2,7,7,0,2,2,4,7,3,1,0
1337,5,0,2,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,5,0,0
4002,2,3,4,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,4,0,0
945,2,0,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1,0
6641,3,3,4,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1
2250,5,3,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0,0
6391,5,2,4,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4,1
801,5,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1,0
7772,0,2,3,0,5,1,1,0,10,0,0,2,1,7,7,0,2,2,4,7,3,1,0
2346,5,0,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1,0
68,5,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,1,0
6681,5,3,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
5784,2,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4,1
2784,2,0,3,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,4,0,0
1598,2,2,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1,0
7834,3,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,1,1,4,3,1,2,0
6433,2,3,2,0,2,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1
7991,3,2,3,0,5,1,1,0,10,0,0,1,2,7,7,0,2,2,4,7,2,1,0
1503,5,0,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0
3838,2,3,2,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,5,0,0
150,5,3,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,1,0
2804,5,0,3,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,5,0,0
5770,5,3,4,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1
2086,2,0,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1,0
7405,0,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,0,1,4,8,4,2,0
2259,5,3,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,4,0,0
7713,5,2,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2,1
4001,2,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,4,1
6266,2,3,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1
6425,2,3,4,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0,1
859,5,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,1,1
4074,2,3,4,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,4,0,0
7211,5,0,8,0,5,1,1,0,2,0,0,1,2,7,7,0,2,2,4,7,2,1,0
6049,2,2,4,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
4890,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,1,1
4189,2,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4,1
7193,5,3,2,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1
366,5,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,3,4,0
1432,2,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,1,1
4373,2,0,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1,1
5702,2,0,1,0,5,1,1,1,10,0,1,0,2,7,4,0,2,1,0,7,4,2,0
1779,5,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1,0
3774,2,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,5,0,0
4970,2,0,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,1,1
6518,2,3,2,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2,1
1818,2,2,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1,0
5199,2,3,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,1,1
841,5,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,1,1
2704,2,0,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,4,0,0
1189,5,0,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1,0
175,0,3,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,3,0
4511,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,4,1
8079,3,3,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2,1
617,0,3,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,1,0
2093,5,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1,0
3308,5,3,3,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,5,0,0
